Species,Genus,Family,Marine,Brackish,Freshwater,EggColour,EggColourCategory,Pigment,AdultColour,Match,Development,DevelopmentScore,DevelopmentScore2,MinDepth,MaxDepth,AverageDepth,MeanSurfaceTemp,MeanSurfaceOxygen,MeanSurfaceChlorophyll,Longitude,Latitude ,PositiveLatitude,PostCare,PC1,PC2,MatingSystem,ParentalCare,ParentalCare2,Transparent
Ophichthus_gomesii,Ophichthus,Ophichthidae,M,NA,NA,pale yellow,Yellow-Orange-Amber,Carotenoid,Brown,No,Benthic,0,1,1,450,225.5,25.88001247,210.1805604,0.242623233,-67.93641841,11.62524151,11.62524151,0,22.05661243,0.328926366,NA,NA,NA,0
Oncorhynchus_keta,Oncorhynchus,Salmonidae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey-Yellow*,Yes,NA,NA,NA,0,250,125,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Maternal,Monoparental,0
Scomberesox_saurus_saurus,Scomberesox,Scomberesocidae,M,NA,NA,clear,Transparent,None,Brown-Grey,No,NA,NA,NA,0,30,15,16.63043043,253.5475619,0.324337377,-22.36328014,45.09742901,45.09742901,0,-22.2740149,-0.694336411,NA,NA,NA,1
Antennarius_striatus,Antennarius,Antennariidae,M,B,NA,"light yellow, clear",Yellow-Orange-Amber,Carotenoid,Orange,Yes,Pelagic,2,2,10,219,114.5,25.45021122,211.277093,0.242492287,132.018672,-20.46261923,20.46261923,0,20.89927823,0.110545062,NA,None,None,0
Pareques_umbrosus,Pareques,Sciaenidae,M,NA,NA,transparent,Transparent,None,Grey,No,Pelagic,2,2,5,91,48,26.03199434,209.4356679,0.191796407,-87.71415442,26.48396464,26.48396464,0,22.81677467,0.339729268,NA,None,None,1
Sardinella_longiceps,Sardinella,Clupeidae,M,NA,NA,transparent,Transparent,None,Blue-Grey,No,NA,NA,NA,20,200,110,27.73762485,202.064288,0.281033982,67.83934341,19.17949082,19.17949082,0,30.37676009,0.644749752,NA,None,None,1
Platycephalus_speculator,Platycephalus,Platycephalidae,M,B,NA,transparent,Transparent,None,Brown-Grey,No,NA,NA,NA,1,30,15.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,None,None,1
Salmo_trutta,Salmo,Salmonidae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown,No,Demersal,1,0,0,28,14,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,None,None,0
Scophthalmus_aquosus,Scophthalmus,Scophthalmidae,M,B,NA,clear,Transparent,None,Brown,No,NA,NA,NA,55,73,64,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1
Icelinus_quadriseriatus,Icelinus,Cottidae,M,NA,NA,pale green,Green,Green,Brown*,No,NA,NA,NA,6,201,103.5,15.44163717,254.0390969,1.595388111,NA,NA,NA,0,-22.97805524,-1.770980864,NA,NA,NA,0
Taurulus_bubalis,Taurulus,Cottidae,M,B,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-White*,No,NA,NA,NA,0,200,100,10.97642016,288.2791428,0.521228232,6.823804037,58.77808484,58.77808484,0,-57.45119429,0.209319576,NA,NA,NA,0
Remora_remora,Remora,Echeneidae,M,NA,NA,yellowish,Yellow-Orange-Amber,Carotenoid,Grey,No,NA,NA,NA,0,200,100,24.03927014,217.2048862,0.162156913,44.51051505,58.98886007,58.98886007,0,14.81250014,-0.173390642,NA,None,None,0
Istiophorus_platypterus,Istiophorus,Istiophoridae,M,NA,NA,transparent,Transparent,None,Blue-Grey,No,Pelagic,2,2,0,0,0,24.51145804,215.1488711,0.150917482,-85.77319343,3.407684514,3.407684514,0,16.92046172,-0.091797128,NA,None,None,1
Oncorhynchus_gorbuscha,Oncorhynchus,Salmonidae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Black-Grey-Yellow,Yes,NA,NA,NA,0,250,125,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Maternal,Monoparental,0
Mycteroperca_phenax,Mycteroperca,Serranidae,M,B,NA,clear yolk,Transparent,None,Brown,No,NA,NA,NA,30,100,65,26.222063,208.1308854,0.170794959,-87.49304453,25.99731056,25.99731056,0,24.13414286,0.283831771,NA,None,None,1
Pleuronichthys_decurrens,Pleuronichthys,Pleuronectidae,M,NA,NA,transparent,Transparent,None,Brown-White,No,NA,NA,NA,8,533,270.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,None,None,1
Ompok_bimaculatus,Ompok,Siluridae,NA,B,F,yellow,Yellow-Orange-Amber,Carotenoid,Grey,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Desmodema_lorum,Desmodema,Trachipteridae,M,NA,NA,amber; pink,Variety,Carotenoid,Grey-Pink*,Yes,Pelagic,2,2,0,500,250,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
Arius_maculatus,Arius,Ariidae,M,B,F,yellow,Yellow-Orange-Amber,Carotenoid,Grey,No,NA,NA,NA,50,100,75,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,Paternal,Monoparental,0
Hemitripterus_americanus,Hemitripterus,Hemitripteridae,M,NA,NA,"pale yellow, amber, light orange",Yellow-Orange-Amber,Carotenoid,Red,Yes,Benthic,0,1,2,180,91,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0
Makaira_mazara,Makaira,Istiophoridae,M,NA,NA,transparent,Transparent,None,Blue-Grey,No,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,None,None,1
Spicara_smaris,Spicara,Sparidae,M,NA,NA,transparent yolk,Transparent,None,Blue-Grey,No,NA,NA,NA,15,328,171.5,19.55745908,235.1437374,0.14979231,15.32493358,37.85488808,37.85488808,1,-3.646897858,-1.240929018,NA,Paternal,Monoparental,1
Chitonotus_pugetensis,Chitonotus,Cottidae,M,NA,NA,Salmon-colored,Pink,Carotenoid,Black*-White-Yellow,Yes,NA,NA,NA,0,142,71,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
Cubiceps_pauciradiatus,Cubiceps,Nomeidae,M,NA,NA,Chorion with pinkish tan tint;,Black-Brown-Grey,Melanin,Brown,Yes,NA,NA,NA,58,1000,529,25.79466674,210.4401299,0.162527649,-173.200561,5.510691562,5.510691562,0,21.78569927,0.293341614,NA,NA,NA,0
Paramonacanthus_japonicus,Paramonacanthus,Monacanthidae,M,NA,NA,transparent,Transparent,None,Brown,No,NA,NA,NA,34,46,40,28.09004722,202.7164569,0.155280797,114.7567103,0.462954835,0.462954835,1,29.80150802,1.112308152,NA,Paternal,Monoparental,1
Bairdiella_chrysoura,Bairdiella,Sciaenidae,M,B,F,clear,Transparent,None,Grey,No,NA,NA,NA,NA,NA,NA,22.73713397,222.2735067,0.366050709,-83.0174934,31.36407019,31.36407019,0,9.590141298,-0.510199896,NA,NA,NA,1
Nuchequula_nuchalis,Nuchequula,Leiognathidae,M,B,NA,transparent,Transparent,None,Grey-Yellow,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1
Gobionotothen_gibberifrons,Gobionotothen,Nototheniidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Yellow,Yes,NA,NA,NA,6,429,217.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
Prognathodes_aculeatus,Prognathodes,Chaetodontidae,M,NA,NA,transparent,Transparent,None,Orange-White,No,NA,NA,NA,1,100,50.5,27.52582789,202.848166,0.080911246,-76.29625978,17.60712067,17.60712067,0,29.56716863,0.582425346,NA,NA,NA,1
Dactylopterus_volitans,Dactylopterus,Dactylopteridae,M,B,NA,transparent,Transparent,None,Blue-Brown-Yellow,No,NA,NA,NA,1,100,50.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1
Lactoria_diaphana,Lactoria,Ostraciidae,M,B,NA,colourless,Transparent,None,Brown-Grey,No,NA,NA,NA,8,50,29,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,None,None,1
Parophrys_vetulus,Parophrys,Pleuronectidae,M,NA,NA,"Thin, transparent envelope",Transparent,None,Brown-White-Yellow,No,NA,NA,NA,0,550,275,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,None,None,1
Platichthys_stellatus,Platichthys,Pleuronectidae,M,B,F,orange; yellow envelope,Yellow-Orange-Amber,Carotenoid,Black-Brown-White,No,NA,NA,NA,0,375,187.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,None,None,0
Sphyraena_borealis,Sphyraena,Sphyraenidae,M,NA,NA,transparent,Transparent,None,Grey,No,NA,NA,NA,10,65,37.5,25.192595,213.8280738,0.230500951,-71.31457912,17.47361333,17.47361333,0,18.34488934,0.331828917,NA,NA,NA,1
Balistes_capriscus,Balistes,Balistidae,M,NA,NA,transparent,Transparent,None,Brown-Green-Grey,No,NA,NA,NA,0,100,50,22.0481474,227.1702239,0.278253259,-69.95931205,16.28830708,16.28830708,1,4.650714442,-0.27652456,NA,Biparental,Biparental,1
Myoxocephalus_quadricornis,Myoxocephalus,Cottidae,M,B,F,yellow,Yellow-Orange-Amber,Carotenoid,Brown*,No,NA,NA,NA,0,100,50,2.974423589,354.9324868,0.571741015,66.38424951,68.89917119,68.89917119,1,-124.4299299,4.742441288,NA,NA,NA,0
Hirundichthys_coromandelensis,Hirundichthys,Exocoetidae,M,NA,NA,transparent,Transparent,None,Grey,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,None,None,1
Liparis_liparis_barbatus,Liparis,Liparidae,M,NA,NA,transparent,Transparent,None,Brown,No,NA,NA,NA,1,300,150.5,9.478589125,298.4966927,0.584081733,4.336796253,59.99299064,59.99299064,0,-67.76905497,0.637776011,NA,NA,NA,1
Sarda_orientalis,Sarda,Scombridae,M,NA,NA,transparent,Transparent,None,Blue-Grey,No,NA,NA,NA,1,167,84,25.7219539,210.6771336,0.240836969,124.5635832,25.71421507,25.71421507,0,21.53930759,0.265972813,NA,None,None,1
Acipenser_sturio,Acipenser,Acipenseridae,M,B,F,dark grey,Black-Brown-Grey,Melanin,Black-Olive,Yes,NA,NA,NA,4,93,48.5,13.5307317,267.3863549,0.471248417,11.39053646,54.27444117,54.27444117,0,-36.44784702,-1.166360931,NA,None,None,0
Pomacanthus_arcuatus,Pomacanthus,Pomacanthidae,M,NA,NA,transparent,Transparent,None,Grey,No,NA,NA,NA,2,30,16,27.12598301,205.1297403,0.146798403,-72.63045591,15.38341111,15.38341111,0,27.25103627,0.613860117,NA,None,None,1
Pegasus_lancifer,Pegasus,Pegasidae,M,B,NA,transparent,Transparent,None,Brown-Grey,No,NA,NA,NA,20,60,40,16.95618591,244.5426638,0.424522439,135.5698953,-37.05724675,37.05724675,0,-13.36562279,-2.048905089,NA,None,None,1
Acanthurus_nigroris,Acanthurus,Acanthuridae,M,NA,NA,transparent,Transparent,None,Blue-Brown,No,NA,NA,NA,1,90,45.5,25.22716622,210.8806144,0.050165065,-160.2035306,21.90688321,21.90688321,0,21.24736073,-0.182342161,NA,None,None,1
Acanthurus_triostegus,Acanthurus,Acanthuridae,M,NA,NA,transparent,Transparent,None,Green-Grey-Yellow,No,NA,NA,NA,0,90,45,27.59742811,203.7472698,0.145191693,124.2814584,3.912836765,3.912836765,0,28.69706482,0.819982922,NA,None,None,1
Corythoichthys_nigripectus,Corythoichthys,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Orange-White,Yes,NA,NA,NA,5,30,17.5,28.47150751,200.2998476,0.112455244,144.6085808,-3.346059129,3.346059129,2,32.24690076,1.037697034,Monogamy,Paternal,Monoparental,0
Echeneis_naucrates,Echeneis,Echeneidae,M,B,NA,transparent,Transparent,None,Brown-Grey,No,NA,NA,NA,1,85,43,26.69823044,206.8657466,0.192975531,106.9808634,2.391100394,2.391100394,0,25.46576472,0.51641472,NA,None,None,1
Pegusa_lascaris,Pegusa,Soleidae,M,B,NA,transparent,Transparent,None,Brown,No,NA,NA,NA,5,350,177.5,19.47037553,236.7007861,0.391326992,8.123957302,33.01458986,33.01458986,0,-5.192979416,-1.036928983,NA,None,None,1
Aluterus_schoepfii,Aluterus,Monacanthidae,M,NA,NA,green,Green,Green,Grey-Yellow*,No,NA,NA,NA,3,900,451.5,25.37617689,213.051351,0.24854852,-71.02420758,17.88587408,17.88587408,0,19.14220326,0.367761106,NA,NA,NA,0
Serranus_cabrilla,Serranus,Serranidae,M,NA,NA,transparent,Transparent,None,Brown-White,No,NA,NA,NA,5,500,252.5,20.76408015,230.3519568,0.242092973,9.646649567,32.82123762,32.82123762,0,1.285687496,-0.946484709,NA,NA,NA,1
Neoclinus_blanchardi,Neoclinus,Chaenopsidae,M,NA,NA,clear,Transparent,None,Blue-Brown-Green-Grey-Red-Yellow,No,Benthic,0,1,3,73,38,16.74950207,248.4199322,0.749644989,-118.0710457,31.76474885,31.76474885,1,-17.21369084,-1.530927557,NA,NA,NA,1
Orthopristis_chrysoptera,Orthopristis,Haemulidae,M,B,NA,transparent,Transparent,None,Blue-Brown,No,NA,NA,NA,NA,NA,NA,24.44828133,214.4681144,0.263035922,-86.7284393,27.46536456,27.46536456,0,17.57759392,-0.280472115,NA,None,None,1
Hippocampus_fuscus,Hippocampus,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-Green-Yellow,Yes,NA,NA,NA,0,10,5,NA,NA,NA,NA,NA,NA,2,NA,NA,Monogamy,Paternal,Monoparental,0
Polydactylus_oligodon,Polydactylus,Polynemidae,M,B,NA,transparent,Transparent,None,Grey,No,Pelagic,2,2,NA,NA,NA,27.36648539,204.7538629,0.189528642,-52.51925741,-0.078794929,0.078794929,0,27.66508289,0.780265088,NA,NA,NA,1
Holacanthus_tricolor,Holacanthus,Pomacanthidae,M,NA,NA,transparent,Transparent,None,Black-Yellow,No,NA,NA,NA,3,92,47.5,27.1085411,205.1937236,0.148941937,-72.50153368,15.2136431,15.2136431,0,27.18492546,0.608621453,NA,NA,NA,1
Stephanolepis_hispidus,Stephanolepis,Monacanthidae,M,NA,NA,green,Green,Green,Yellow,No,NA,NA,NA,0,293,146.5,24.81903283,215.9409172,0.276985257,-70.06544738,15.82427131,15.82427131,0,16.19943224,0.357709011,NA,NA,NA,0
Solea_ovata,Solea,Soleidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,None,None,0
Ophidion_scrippsae,Ophidion,Ophidiidae,M,NA,NA,transparent,Transparent,None,Brown-Grey,No,Pelagic,2,2,0,110,55,16.03265376,251.2771918,0.793722613,-119.2672811,33.28514302,33.28514302,0,-20.15441905,-1.703905988,NA,None,None,1
Epinephelus_coioides,Epinephelus,Serranidae,M,B,NA,transparent,Transparent,None,Tan,No,NA,NA,NA,1,0,0.5,27.95263592,202.8016391,0.188024559,122.9714216,0.29979598,0.29979598,0,29.6922574,0.993135275,NA,None,None,1
Hippocampus_bargibanti,Hippocampus,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey-Red,Yes,NA,NA,NA,16,40,28,27.78431951,203.1977558,0.201924006,130.7477422,2.913838897,2.913838897,2,29.27174898,0.901420924,Monogamy,Paternal,Monoparental,0
Bathymaster_derjugini,Bathymaster,Bathymasteridae,M,NA,NA,white,White,Guanine,Grey,No,NA,NA,NA,0,65,32.5,6.559793682,314.9060771,0.709802926,151.7736774,47.37615601,47.37615601,1,-84.43499297,0.821552045,NA,NA,NA,0
Corythoichthys_intestinalis,Corythoichthys,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Yellow,Yes,Benthic,0,1,20,68,44,28.4200112,200.6951593,0.125630122,137.4719648,-2.754582551,2.754582551,2,31.84890834,1.060615199,Monogamy,Paternal,Monoparental,0
Labrus_bergylta,Labrus,Labridae,M,NA,NA,white,White,Guanine,Blue-Orange-White,Yes,Demersal,1,0,1,50,25.5,12.23850695,279.6302315,0.508540239,1.754666438,55.01404439,55.01404439,1,-48.71844934,-0.159048819,NA,Paternal,Monoparental,0
Pseudogramma_polyacantha,Pseudogramma,Serranidae,M,NA,NA,red,Red,Carotenoid,Brown,No,NA,NA,NA,1,65,33,28.20886122,201.4915695,0.12956081,128.9095895,-1.410306626,1.410306626,0,31.02712361,1.0012571,NA,NA,NA,0
Seriola_dumerili,Seriola,Carangidae,M,NA,NA,"yellow, transparent",Yellow-Orange-Amber,Carotenoid,Grey-Yellow*,Yes,Pelagic,2,2,1,60,30.5,25.32135733,212.6963339,0.225450856,92.11916222,3.229939471,3.229939471,0,19.48083244,0.247875298,NA,None,None,0
Anchoa_lyolepis,Anchoa,Engraulidae,M,NA,NA,transparent,Transparent,None,Grey,No,NA,NA,NA,1,54,27.5,26.54302103,207.6261643,0.203109983,-70.03527196,14.81820952,14.81820952,0,24.68974789,0.505327804,NA,None,None,1
Alosa_aestivalis,Alosa,Clupeidae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Grey,No,NA,NA,NA,5,55,30,14.47473525,267.1144056,0.742275957,-73.27918022,40.04187629,40.04187629,0,-36.00508536,-0.289399564,NA,None,None,0
Cynoscion_nebulosus,Cynoscion,Sciaenidae,M,B,NA,transparent,Transparent,None,Black-Grey,No,NA,NA,NA,NA,NA,NA,24.23204561,215.38989,0.279384544,-85.54962446,28.56178267,28.56178267,0,16.63168495,-0.321513023,NA,None,None,1
Acipenser_brevirostrum,Acipenser,Acipenseridae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Brown-Yellow,Yes,NA,NA,NA,6,53,29.5,15.71914556,257.6979418,0.86963546,-77.07351441,37.45656354,37.45656354,0,-26.52146484,-0.817877869,NA,None,None,0
Lactoria_fornasini,Lactoria,Ostraciidae,M,NA,NA,colourless,Transparent,None,Brown-Green-Yellow,No,NA,NA,NA,5,132,68.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,None,None,1
Gobius_niger,Gobius,Gobiidae,M,B,NA,transparent,Transparent,None,Brown,No,Demersal,1,0,1,96,48.5,16.20889143,260.6362339,0.319294799,12.74303748,47.98108767,47.98108767,1,-29.31742157,0.209758959,NA,NA,NA,1
Balistapus_undulatus,Balistapus,Balistidae,M,NA,NA,transparent,Transparent,None,Brown-Green-Orange,No,Demersal,1,0,2,50,26,NA,NA,NA,NA,NA,NA,1,NA,NA,Monogamy,Biparental,Biparental,1
Diodon_hystrix,Diodon,Diodontidae,M,NA,NA,clear,Transparent,None,Black-Grey-Tan,No,NA,NA,NA,2,50,26,27.14980941,205.2235081,0.172245525,105.856647,0.628973744,0.628973744,0,27.16333521,0.65470888,NA,None,None,1
Doryrhamphus_excisus_excisus,Doryrhamphus,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Blue-Orange,Yes,NA,NA,NA,2,0,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0
Caesio_caerulaurea,Caesio,Caesionidae,M,NA,NA,transparent,Transparent,None,Blue-Grey-Yellow,No,Pelagic,2,2,1,50,25.5,28.08486374,201.9523668,0.139987493,127.2010173,-1.897938915,1.897938915,0,30.55130491,0.965117209,NA,None,None,1
Opisthonema_oglinum,Opisthonema,Clupeidae,M,NA,NA,clear,Transparent,None,Blue-Grey,No,NA,NA,NA,1,50,25.5,25.6169003,211.5375312,0.233971707,-71.07133123,15.06176292,15.06176292,0,20.67438245,0.322760028,NA,None,None,1
Coris_julis,Coris,Labridae,M,NA,NA,transparent,Transparent,None,Blue-Brown-Green-Orange-White,No,NA,NA,NA,0,120,60,18.62334707,237.6315341,0.205012437,9.930063601,37.88524624,37.88524624,0,-6.265012838,-1.696090113,NA,None,None,1
Tautoga_onitis,Tautoga,Labridae,M,B,NA,transparent,Transparent,None,Brown-Grey,No,NA,NA,NA,1,75,38,14.41589259,261.2653508,0.66149634,-70.66885339,40.47643612,40.47643612,0,-30.26900789,-1.434964842,NA,NA,NA,1
Centropyge_argi,Centropyge,Pomacanthidae,M,NA,NA,transparent,Transparent,None,Blue-Orange-Yellow,No,Pelagic,2,2,5,80,42.5,27.14566112,204.9241248,0.120464406,-78.32831823,19.33296587,19.33296587,0,27.45672444,0.594956623,Monogamy,None,None,1
Fundulus_bermudae,Fundulus,Fundulidae,M,B,F,transparent,Transparent,None,Brown,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Photoblepharon_palpebratum,Photoblepharon,Anomalopidae,M,NA,NA,transparent,Transparent,None,Black-Blue,No,NA,NA,NA,0,50,25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1
Histrio_histrio,Histrio,Antennariidae,M,NA,NA,transparent,Transparent,None,Brown-Yellow,No,Pelagic,2,2,0,50,25,25.74581943,212.3006122,0.222626483,108.5506479,3.394837362,3.394837362,0,19.94858818,0.59134044,NA,None,None,1
Bagre_marinus,Bagre,Ariidae,M,B,NA,golden yellow,Yellow-Orange-Amber,Carotenoid,Grey,No,Demersal,1,0,0,50,25,25.97214313,209.8275401,0.252403635,-72.31995727,15.59969904,15.59969904,2,22.42060799,0.353798636,Polygamy,Paternal,Monoparental,0
Pterocaesio_digramma,Pterocaesio,Caesionidae,M,NA,NA,transparent,Transparent,None,Blue-Grey-Yellow,No,Pelagic,2,2,0,50,25,27.86446444,203.147548,0.16765494,128.851885,-0.969687591,0.969687591,0,29.33598548,0.970830611,NA,None,None,1
Trachurus_trachurus,Trachurus,Carangidae,M,NA,NA,yellow,Yellow-Orange-Amber,Carotenoid,Blue-Grey,No,NA,NA,NA,0,50,25,18.61384352,239.4657523,0.360818201,3.011041329,35.49600743,35.49600743,0,-8.06900123,-1.364318199,NA,None,None,0
Brevoortia_tyrannus,Brevoortia,Clupeidae,M,B,NA,transparent,Transparent,None,Grey,No,Pelagic,2,2,0,50,25,15.0805732,260.8061954,0.563090491,-70.08334696,39.96754742,39.96754742,0,-29.69425157,-0.867268472,NA,None,None,1
Escualosa_thoracata,Escualosa,Clupeidae,M,B,F,yellow,Yellow-Orange-Amber,Carotenoid,Grey,No,NA,NA,NA,0,50,25,28.47074239,202.066293,0.177984009,116.0175882,0.817350954,0.817350954,0,30.51112798,1.365451228,NA,None,None,0
Anchoa_hepsetus,Anchoa,Engraulidae,M,B,NA,transparent,Transparent,None,Green-Grey,No,NA,NA,NA,1,70,35.5,25.81004207,211.3360497,0.262161355,-70.69315177,12.73095351,12.73095351,0,20.90826777,0.475062991,NA,None,None,1
Cetengraulis_edentulus,Cetengraulis,Engraulidae,M,B,NA,Translucent,Transparent,None,Green-Grey,No,NA,NA,NA,NA,NA,NA,27.45227056,204.0371279,0.166996037,-65.25457339,8.060393506,8.060393506,0,28.38526822,0.731262516,NA,None,None,1
Stolephorus_baganensis,Stolephorus,Engraulidae,M,B,NA,transparent,Transparent,None,Grey,No,NA,NA,NA,0,0,0,28.92422199,202.3527115,0.172408457,105.9951655,3.339419796,3.339419796,0,30.31403957,1.864285329,NA,None,None,1
Thryssa_hamiltonii,Thryssa,Engraulidae,M,B,NA,transparent,Transparent,None,Grey-Yellow,No,NA,NA,NA,10,13,11.5,28.25746379,202.668607,0.189357942,111.0064238,5.362058289,5.362058289,0,29.87965767,1.267905559,NA,None,None,1
Lutjanus_kasmira,Lutjanus,Lutjanidae,M,NA,NA,transparent,Transparent,None,Grey-Yellow,No,NA,NA,NA,3,65,34,27.74417573,202.9489782,0.145038549,126.4404626,0.268023079,0.268023079,0,29.50872122,0.815712249,NA,None,None,1
Syngnathus_louisianae,Syngnathus,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Tan-White,No,NA,NA,NA,NA,NA,NA,24.73915625,213.5641066,0.245396102,-86.23221213,27.80385336,27.80385336,2,18.5199257,-0.162789778,NA,Paternal,Monoparental,0
Alosa_sapidissima,Alosa,Clupeidae,M,B,F,transparent,Transparent,None,Blue-Green-Grey,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,1
Acipenser_oxyrinchus,Acipenser,Acipenseridae,M,B,F,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Black-Bluish,No,NA,NA,NA,1,46,23.5,11.8160391,289.6171614,0.799390479,-69.33116697,43.94107579,43.94107579,0,-58.60972772,1.283123115,NA,None,None,0
Hippocampus_zosterae,Hippocampus,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Black-Green-Yellow,Yes,Benthic,0,1,0,5,2.5,25.45650903,211.0937645,0.160270979,-87.10375491,26.4287635,26.4287635,2,21.08057984,0.082639396,Monogamy,Paternal,Monoparental,0
Entelurus_aequoreus,Entelurus,Syngnathidae,M,B,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Green-Yellow,Yes,NA,NA,NA,5,100,52.5,11.61653297,276.5416224,0.526300828,-5.202069562,53.67421176,53.67421176,2,-45.7993883,-1.344561555,NA,Paternal,Monoparental,0
Phycodurus_eques,Phycodurus,Syngnathidae,M,NA,NA,yellow; orange; amber,Yellow-Orange-Amber,Carotenoid,Green-Yellow,Yes,NA,NA,NA,4,30,17,17.80479191,240.1419649,0.347463985,129.1788451,-34.78399369,34.78399369,2,-8.88387696,-2.033500935,NA,Paternal,Monoparental,0
